S.N.,Open,High,Low,Close,Change,Per Change (%),Percentage change,Turnover,Date
1443,"1,461.75","1,461.75","1,461.75","1,461.75",7.4,0.51,0.51,0,4/25/2016
1444,"1,454.35","1,454.35","1,454.35","1,454.35",12.68,0.88,0.88,0,4/24/2016
1445,"1,441.67","1,441.67","1,441.67","1,441.67",0.98,0.07,0.07,0,4/21/2016
1446,"1,440.69","1,440.69","1,440.69","1,440.69",9.88,0.69,0.69,0,4/20/2016
1447,"1,430.81","1,430.81","1,430.81","1,430.81",2.21,0.15,0.15,0,4/19/2016
1448,"1,428.60","1,428.60","1,428.60","1,428.60",19.17,1.36,1.36,0,4/18/2016
1449,"1,409.43","1,409.43","1,409.43","1,409.43",3.65,0.26,0.26,0,4/17/2016
1450,"1,405.78","1,405.78","1,405.78","1,405.78",17.15,1.24,1.24,0,4/14/2016
1451,"1,388.63","1,388.63","1,388.63","1,388.63",4.78,0.35,0.35,0,4/12/2016
1452,"1,383.85","1,383.85","1,383.85","1,383.85",1.43,0.1,0.10,0,4/11/2016
1453,"1,382.42","1,382.42","1,382.42","1,382.42",5,0.36,0.36,0,4/10/2016
1454,"1,377.42","1,377.42","1,377.42","1,377.42",2.16,0.16,0.16,0,4/6/2016
1455,"1,375.26","1,375.26","1,375.26","1,375.26",12.73,0.93,0.93,0,4/5/2016
1456,"1,362.53","1,362.53","1,362.53","1,362.53",10.99,0.81,0.81,0,4/4/2016
1457,"1,351.54","1,351.54","1,351.54","1,351.54",-3.94,-0.29,-0.29,0,4/3/2016
1458,"1,355.48","1,355.48","1,355.48","1,355.48",-7.5,-0.55,-0.55,0,3/31/2016
1459,"1,362.98","1,362.98","1,362.98","1,362.98",-7.06,-0.86,-0.52,0,3/30/2016
1460,"1,370.04","1,370.04","1,370.04","1,370.04",-4.71,-0.34,-0.34,0,3/29/2016
1461,"1,374.75","1,374.75","1,374.75","1,374.75",-2.58,-0.19,-0.19,0,3/28/2016
1462,"1,377.33","1,377.33","1,377.33","1,377.33",20.19,1.49,1.49,0,3/27/2016
1463,"1,357.14","1,357.14","1,357.14","1,357.14",11.61,0.86,0.86,0,3/24/2016
1464,"1,345.53","1,345.53","1,345.53","1,345.53",3.46,0.26,0.26,0,3/23/2016
1465,"1,342.07","1,342.07","1,342.07","1,342.07",-1.86,-0.14,-0.14,0,3/21/2016
1466,"1,343.93","1,343.93","1,343.93","1,343.93",17.4,1.31,1.31,0,3/20/2016
1467,"1,326.53","1,326.53","1,326.53","1,326.53",10.76,0.82,0.82,0,3/17/2016
1468,"1,315.77","1,315.77","1,315.77","1,315.77",2.92,0.22,0.22,0,3/16/2016
1469,"1,312.85","1,312.85","1,312.85","1,312.85",0.65,0.05,0.05,0,3/15/2016
1470,"1,312.20","1,312.20","1,312.20","1,312.20",-6.68,-0.51,-0.51,0,3/14/2016
1471,"1,318.88","1,318.88","1,318.88","1,318.88",0.85,0.06,0.06,0,3/13/2016
1472,"1,318.03","1,318.03","1,318.03","1,318.03",11.49,0.88,0.88,0,3/10/2016
1473,"1,306.54","1,306.54","1,306.54","1,306.54",5.78,0.44,0.44,0,3/6/2016
1474,"1,300.76","1,300.76","1,300.76","1,300.76",4.98,0.38,0.38,0,3/3/2016
1475,"1,295.78","1,295.78","1,295.78","1,295.78",6.26,0.49,0.49,0,3/2/2016
1476,"1,289.52","1,289.52","1,289.52","1,289.52",5.58,0.43,0.43,0,3/1/2016
1477,"1,283.94","1,283.94","1,283.94","1,283.94",0.27,0.02,0.02,0,2/29/2016
1478,"1,283.67","1,283.67","1,283.67","1,283.67",0.15,0.01,0.01,0,2/28/2016
1479,"1,283.52","1,283.52","1,283.52","1,283.52",3.62,0.28,0.28,0,2/25/2016
1480,"1,279.90","1,279.90","1,279.90","1,279.90",-6.03,-0.47,-0.47,0,2/24/2016
1481,"1,285.93","1,285.93","1,285.93","1,285.93",-5.88,-0.46,-0.46,0,2/23/2016
1482,"1,291.81","1,291.81","1,291.81","1,291.81",12.89,1.01,1.01,0,2/22/2016
1483,"1,278.92","1,278.92","1,278.92","1,278.92",5.64,0.44,0.44,0,2/21/2016
1484,"1,273.28","1,273.28","1,273.28","1,273.28",7.2,0.57,0.57,0,2/18/2016
1485,"1,266.08","1,266.08","1,266.08","1,266.08",8.74,0.7,0.70,0,2/17/2016
1486,"1,257.34","1,257.34","1,257.34","1,257.34",-0.89,-0.07,-0.07,0,2/16/2016
1487,"1,258.23","1,258.23","1,258.23","1,258.23",-1.12,-0.09,-0.09,0,2/15/2016
1488,"1,259.35","1,259.35","1,259.35","1,259.35",-4.37,-0.35,-0.35,0,2/14/2016
1489,"1,263.72","1,263.72","1,263.72","1,263.72",-0.03,0,0.00,0,2/11/2016
1490,"1,263.75","1,263.75","1,263.75","1,263.75",0.93,0.07,0.07,0,2/8/2016
1491,"1,262.82","1,262.82","1,262.82","1,262.82",11.4,0.91,0.91,0,2/7/2016
1492,"1,251.42","1,251.42","1,251.42","1,251.42",9.29,0.75,0.75,0,2/4/2016
1493,"1,242.13","1,242.13","1,242.13","1,242.13",2.06,0.17,0.17,0,2/3/2016
1494,"1,240.07","1,240.07","1,240.07","1,240.07",2.05,0.17,0.17,0,2/2/2016
1495,"1,238.02","1,238.02","1,238.02","1,238.02",17.32,1.42,1.42,0,2/1/2016
1496,"1,220.70","1,220.70","1,220.70","1,220.70",4.59,0.38,0.38,0,1/31/2016
1497,"1,216.11","1,216.11","1,216.11","1,216.11",-0.85,-0.07,-0.07,0,1/28/2016
1498,"1,216.96","1,216.96","1,216.96","1,216.96",-1.43,-0.12,-0.12,0,1/27/2016
1499,"1,218.39","1,218.39","1,218.39","1,218.39",-4.04,-0.33,-0.33,0,1/26/2016
1500,"1,222.43","1,222.43","1,222.43","1,222.43",2.81,0.23,0.23,0,1/25/2016
1501,"1,219.62","1,219.62","1,219.62","1,219.62",7.3,0.6,0.60,0,1/24/2016
1502,"1,212.32","1,212.32","1,212.32","1,212.32",-1.25,-0.1,-0.10,0,1/21/2016
1503,"1,213.57","1,213.57","1,213.57","1,213.57",-0.14,-0.01,-0.01,0,1/20/2016
1504,"1,213.71","1,213.71","1,213.71","1,213.71",-0.6,-0.05,-0.05,0,1/19/2016
1505,"1,214.31","1,214.31","1,214.31","1,214.31",2.31,0.19,0.19,0,1/18/2016
1506,"1,212.00","1,212.00","1,212.00","1,212.00",21.84,1.84,1.84,0,1/17/2016
1507,"1,190.16","1,190.16","1,190.16","1,190.16",9.18,0.78,0.78,0,1/14/2016
1508,"1,180.98","1,180.98","1,180.98","1,180.98",7.38,0.63,0.63,0,1/13/2016
1509,"1,173.60","1,173.60","1,173.60","1,173.60",4.79,0.41,0.41,0,1/12/2016
1510,"1,168.81","1,168.81","1,168.81","1,168.81",1.63,0.14,0.14,0,1/11/2016
1511,"1,167.18","1,167.18","1,167.18","1,167.18",3.04,0.26,0.26,0,1/10/2016
1512,"1,164.14","1,164.14","1,164.14","1,164.14",14.25,1.24,1.24,0,1/7/2016
1513,"1,149.89","1,149.89","1,149.89","1,149.89",3.78,0.27,0.33,0,1/6/2016
1514,"1,146.11","1,146.11","1,146.11","1,146.11",-8.51,-0.68,-0.74,0,1/5/2016
1515,"1,154.62","1,154.62","1,154.62","1,154.62",3.24,-0.54,0.28,0,1/4/2016
1516,"1,151.38","1,151.38","1,151.38","1,151.38",9.21,0.81,0.81,0,12/31/2015
1517,"1,142.17","1,142.17","1,142.17","1,142.17",10.22,0.9,0.90,0,12/29/2015
1518,"1,131.95","1,131.95","1,131.95","1,131.95",-3.52,-0.31,-0.31,0,12/28/2015
1519,"1,135.47","1,135.47","1,135.47","1,135.47",-1.56,-0.14,-0.14,0,12/27/2015
1520,"1,137.03","1,137.03","1,137.03","1,137.03",3.69,0.33,0.33,0,12/24/2015
1521,"1,133.34","1,133.34","1,133.34","1,133.34",-4.84,-0.43,-0.43,0,12/23/2015
1522,"1,138.18","1,138.18","1,138.18","1,138.18",6.66,0.59,0.59,0,12/22/2015
1523,"1,131.52","1,131.52","1,131.52","1,131.52",12.71,1.12,1.14,0,12/21/2015
1524,"1,118.81","1,118.81","1,118.81","1,118.81",8.13,0.73,0.73,0,12/20/2015
1525,"1,110.68","1,110.68","1,110.68","1,110.68",-5.51,-0.49,-0.49,0,12/17/2015
1526,"1,116.19","1,116.19","1,116.19","1,116.19",-4.83,-0.43,-0.43,0,12/16/2015
1527,"1,121.02","1,121.02","1,121.02","1,121.02",0.84,0.07,0.07,0,12/15/2015
1528,"1,120.18","1,120.18","1,120.18","1,120.18",1.61,0.14,0.14,0,12/14/2015
1529,"1,118.57","1,118.57","1,118.57","1,118.57",-0.78,-0.07,-0.07,0,12/13/2015
1530,"1,119.35","1,119.35","1,119.35","1,119.35",-3.44,-0.31,-0.31,0,12/10/2015
1531,"1,122.79","1,122.79","1,122.79","1,122.79",15.56,1.41,1.41,0,12/9/2015
1532,"1,107.23","1,107.23","1,107.23","1,107.23",-0.71,-0.06,-0.06,0,12/8/2015
1533,"1,107.94","1,107.94","1,107.94","1,107.94",5.1,0.46,0.46,0,12/7/2015
1534,"1,102.84","1,102.84","1,102.84","1,102.84",29.9,2.79,2.79,0,12/6/2015
1535,"1,072.94","1,072.94","1,072.94","1,072.94",10.16,0.96,0.96,0,12/3/2015
1536,"1,062.78","1,062.78","1,062.78","1,062.78",-3.6,-0.34,-0.34,0,12/2/2015
1537,"1,066.38","1,066.38","1,066.38","1,066.38",32.26,3.12,3.12,0,12/1/2015
1538,"1,034.12","1,034.12","1,034.12","1,034.12",11.35,1.11,1.11,0,11/30/2015
1539,"1,022.77","1,022.77","1,022.77","1,022.77",-21.24,-2.03,-2.03,0,11/29/2015
1540,"1,044.01","1,044.01","1,044.01","1,044.01",-12.41,-1.17,-1.17,0,11/26/2015
1541,"1,056.42","1,056.42","1,056.42","1,056.42",-10.27,-0.96,-0.96,0,11/25/2015
1542,"1,066.69","1,066.69","1,066.69","1,066.69",-9.11,-0.85,-0.85,0,11/24/2015
1543,"1,075.80","1,075.80","1,075.80","1,075.80",4.42,0.41,0.41,0,11/23/2015
1544,"1,071.38","1,071.38","1,071.38","1,071.38",-23.19,-2.12,-2.12,0,11/22/2015
1545,"1,094.57","1,094.57","1,094.57","1,094.57",-4.68,-0.43,-0.43,0,11/19/2015
1546,"1,099.25","1,099.25","1,099.25","1,099.25",5.07,0.46,0.46,0,11/18/2015
1547,"1,094.18","1,094.18","1,094.18","1,094.18",-5.91,-0.54,-0.54,0,11/16/2015
1548,"1,100.09","1,100.09","1,100.09","1,100.09",-9.2,-0.83,-0.83,0,11/15/2015
1549,"1,109.29","1,109.29","1,109.29","1,109.29",1.86,0.17,0.17,0,11/10/2015
1550,"1,107.43","1,107.43","1,107.43","1,107.43",20.86,1.92,1.92,0,11/9/2015
1551,"1,086.57","1,086.57","1,086.57","1,086.57",-4.11,-0.38,-0.38,0,11/8/2015
1552,"1,090.68","1,090.68","1,090.68","1,090.68",-1.62,-0.15,-0.15,0,11/5/2015
1553,"1,092.30","1,092.30","1,092.30","1,092.30",6.43,0.59,0.59,0,11/4/2015
1554,"1,085.87","1,085.87","1,085.87","1,085.87",-5.96,-0.55,-0.55,0,11/3/2015
1555,"1,091.83","1,091.83","1,091.83","1,091.83",3.53,0.32,0.32,0,11/2/2015
1556,"1,088.30","1,088.30","1,088.30","1,088.30",-3.74,-0.34,-0.34,0,11/1/2015
1557,"1,092.04","1,092.04","1,092.04","1,092.04",7.67,0.71,0.71,0,10/29/2015
1558,"1,084.37","1,084.37","1,084.37","1,084.37",-7.36,-0.67,-0.67,0,10/28/2015
1559,"1,091.73","1,091.73","1,091.73","1,091.73",-29.32,-2.62,-2.62,0,10/27/2015
1560,"1,121.05","1,121.05","1,121.05","1,121.05",-6.37,-0.56,-0.57,0,10/25/2015
1561,"1,127.42","1,127.42","1,127.42","1,127.42",7.59,0.68,0.68,0,10/19/2015
1562,"1,119.83","1,119.83","1,119.83","1,119.83",-14.64,-1.29,-1.29,0,10/18/2015
1563,"1,134.47","1,134.47","1,134.47","1,134.47",-0.62,-0.05,-0.05,0,10/15/2015
1564,"1,135.09","1,135.09","1,135.09","1,135.09",-8.79,-0.77,-0.77,0,10/14/2015
1565,"1,143.88","1,143.88","1,143.88","1,143.88",-18.18,-1.56,-1.56,0,10/11/2015
1566,"1,162.06","1,162.06","1,162.06","1,162.06",12.61,1.1,1.10,0,10/8/2015
1567,"1,149.45","1,149.45","1,149.45","1,149.45",-9.34,-0.81,-0.81,0,10/7/2015
1568,"1,158.79","1,158.79","1,158.79","1,158.79",-12.48,-1.07,-1.07,0,10/6/2015
1569,"1,171.27","1,171.27","1,171.27","1,171.27",-12.21,-1.03,-1.03,0,10/5/2015
1570,"1,183.48","1,183.48","1,183.48","1,183.48",4.74,0.4,0.40,0,10/4/2015
1571,"1,178.74","1,178.74","1,178.74","1,178.74",-2.54,-0.22,-0.22,0,10/1/2015
1572,"1,181.28","1,181.28","1,181.28","1,181.28",11.98,1.02,1.02,0,9/30/2015
1573,"1,169.30","1,169.30","1,169.30","1,169.30",9.21,0.79,0.79,0,9/29/2015
1574,"1,160.09","1,160.09","1,160.09","1,160.09",-16.77,-1.42,-1.42,0,9/28/2015
1575,"1,176.86","1,176.86","1,176.86","1,176.86",-6.5,-0.55,-0.55,0,9/24/2015
1576,"1,183.36","1,183.36","1,183.36","1,183.36",27.28,2.35,2.36,0,9/23/2015
1577,"1,156.08","1,156.08","1,156.08","1,156.08",-39.94,-3.34,-3.34,0,9/22/2015
1578,"1,196.02","1,196.02","1,196.02","1,196.02",-6.79,-0.56,-0.56,0,9/17/2015
1579,"1,202.81","1,202.81","1,202.81","1,202.81",-3.03,-0.25,-0.25,0,9/16/2015
1580,"1,205.84","1,205.84","1,205.84","1,205.84",11.84,0.98,0.99,0,9/15/2015
1581,"1,194.00","1,194.00","1,194.00","1,194.00",10,0.86,0.84,0,9/14/2015
1582,"1,184.00","1,184.00","1,184.00","1,184.00",15,1.3,1.28,0,9/13/2015
1583,"1,169.00","1,169.00","1,169.00","1,169.00",-4,-0.38,-0.34,0,9/10/2015
1584,"1,173.00","1,173.00","1,173.00","1,173.00",-2,-0.13,-0.17,0,9/9/2015
1585,"1,175.00","1,175.00","1,175.00","1,175.00",4,0.32,0.34,0,9/8/2015
1586,"1,171.00","1,171.00","1,171.00","1,171.00",4,0.37,0.34,0,9/7/2015
1587,"1,167.00","1,167.00","1,167.00","1,167.00",-2,-0.23,-0.17,0,9/6/2015
1588,"1,169.00","1,169.00","1,169.00","1,169.00",-7,-0.58,-0.60,0,9/3/2015
1589,"1,176.00","1,176.00","1,176.00","1,176.00",-15,-1.27,-1.26,0,9/2/2015
1590,"1,191.00","1,191.00","1,191.00","1,191.00",-9,-0.73,-0.75,0,9/1/2015
1591,"1,200.00","1,200.00","1,200.00","1,200.00",16,1.39,1.35,0,8/31/2015
1592,"1,184.00","1,184.00","1,184.00","1,184.00",8,0.7,0.68,0,8/27/2015
1593,"1,176.00","1,176.00","1,176.00","1,176.00",-5,-0.49,-0.42,0,8/26/2015
1594,"1,181.00","1,181.00","1,181.00","1,181.00",-1,-0.03,-0.08,0,8/25/2015
1595,"1,182.00","1,182.00","1,182.00","1,182.00",-3,-0.25,-0.25,0,8/24/2015
1596,"1,185.00","1,185.00","1,185.00","1,185.00",-16,-1.35,-1.33,0,8/23/2015
1597,"1,201.00","1,201.00","1,201.00","1,201.00",9,0.76,0.76,0,8/20/2015
1598,"1,192.00","1,192.00","1,192.00","1,192.00",32,2.76,2.76,0,8/19/2015
1599,"1,160.00","1,160.00","1,160.00","1,160.00",2,0.2,0.17,0,8/18/2015
1600,"1,158.00","1,158.00","1,158.00","1,158.00",46,4.1,4.14,0,8/17/2015
1601,"1,112.00","1,112.00","1,112.00","1,112.00",24,2.17,2.21,0,8/16/2015
1602,"1,088.00","1,088.00","1,088.00","1,088.00",11,1.04,1.02,0,8/13/2015
1603,"1,077.00","1,077.00","1,077.00","1,077.00",-1,-0.05,-0.09,0,8/12/2015
1604,"1,078.00","1,078.00","1,078.00","1,078.00",-3,-0.38,-0.28,0,8/11/2015
1605,"1,081.00","1,081.00","1,081.00","1,081.00",18,1.69,1.69,0,8/10/2015
1606,"1,063.00","1,063.00","1,063.00","1,063.00",23,2.22,2.21,0,8/9/2015
1607,"1,040.00","1,040.00","1,040.00","1,040.00",6,0.61,0.58,0,8/6/2015
1608,"1,034.00","1,034.00","1,034.00","1,034.00",4,0.4,0.39,0,8/5/2015
1609,"1,030.00","1,030.00","1,030.00","1,030.00",0,-0.05,0.00,0,8/4/2015
1610,"1,030.00","1,030.00","1,030.00","1,030.00",-4,-0.36,-0.39,0,8/3/2015
1611,"1,034.00","1,034.00","1,034.00","1,034.00",6,0.6,0.58,0,8/2/2015
1612,"1,028.00","1,028.00","1,028.00","1,028.00",7,0.65,0.69,0,7/30/2015
1613,"1,021.00","1,021.00","1,021.00","1,021.00",-7,-0.66,-0.68,0,7/29/2015
1614,"1,028.00","1,028.00","1,028.00","1,028.00",-18,-1.75,-1.72,0,7/28/2015
1615,"1,046.00","1,046.00","1,046.00","1,046.00",-8,-0.72,-0.76,0,7/27/2015
1616,"1,054.00","1,054.00","1,054.00","1,054.00",51,5.04,5.08,0,7/26/2015
1617,"1,003.00","1,003.00","1,003.00","1,003.00",40,4.16,4.15,0,7/23/2015
1618,963,963,963,963,2,0.21,0.21,0,7/22/2015
1619,961,961,961,961,10,1.11,1.05,0,7/16/2015
1620,951,951,951,951,5,0.45,0.53,0,7/15/2015
1621,946,946,946,946,2,0.26,0.21,0,7/14/2015
1622,944,944,944,944,-1,-0.1,-0.11,0,7/13/2015
1623,945,945,945,945,2,0.16,0.21,0,7/12/2015
1624,943,943,943,943,0,0.03,0.00,0,7/9/2015
1625,943,943,943,943,2,0.19,0.21,0,7/8/2015
1626,941,941,941,941,4,0.49,0.43,0,7/7/2015
1627,937,937,937,937,-1,-0.13,-0.11,0,7/6/2015
1628,938,938,938,938,-1,-0.1,-0.11,0,7/5/2015
1629,939,939,939,939,-7,-0.72,-0.74,0,7/2/2015
1630,946,946,946,946,-3,-0.35,-0.32,0,7/1/2015
1631,949,949,949,949,3,0.3,0.32,0,6/30/2015
1632,946,946,946,946,8,0.89,0.85,0,6/29/2015
1633,938,938,938,938,8,0.82,0.86,0,6/28/2015
1634,930,930,930,930,2,0.24,0.22,0,6/25/2015
1635,928,928,928,928,2,0.22,0.22,0,6/24/2015
1636,926,926,926,926,4,0.39,0.43,0,6/23/2015
1637,922,922,922,922,4,0.49,0.44,0,6/22/2015
1638,918,918,918,918,-7,-0.72,-0.76,0,6/21/2015
1639,925,925,925,925,-3,-0.35,-0.32,0,6/18/2015
1640,928,928,928,928,-3,-0.31,-0.32,0,6/17/2015
1641,931,931,931,931,-3,-0.32,-0.32,0,6/16/2015
1642,934,934,934,934,6,0.58,0.65,0,6/15/2015
1643,928,928,928,928,-10,-1.02,-1.07,0,6/14/2015
1644,938,938,938,938,-18,-1.85,-1.88,0,6/11/2015
1645,956,956,956,956,-11,-1.13,-1.14,0,6/10/2015
1646,967,967,967,967,22,2.23,2.33,0,6/9/2015
1647,945,945,945,945,14,1.54,1.50,0,6/8/2015
1648,931,931,931,931,4,0.47,0.43,0,6/7/2015
1649,927,927,927,927,2,0.15,0.22,0,6/4/2015
1650,925,925,925,925,23,2.61,2.55,0,6/3/2015
1651,902,902,902,902,12,1.3,1.35,0,6/2/2015
1652,890,890,890,890,18,2.12,2.06,0,6/1/2015
1653,872,872,872,872,30,3.56,3.56,0,5/31/2015
1654,842,842,842,842,4,0.49,0.48,0,5/28/2015
1655,838,838,838,838,-22,-2.57,-2.56,0,5/27/2015
1656,860,860,860,860,-21,-2.33,-2.38,0,5/26/2015
1657,881,881,881,881,-29,-3.22,-3.19,0,5/25/2015
1658,910,910,910,910,-28,-3.02,-2.99,0,5/24/2015
1659,938,938,938,938,-4,-0.41,-0.42,0,4/23/2015
1660,942,942,942,942,-3,-0.33,-0.32,0,4/22/2015
1661,945,945,945,945,0,0.01,0.00,0,4/21/2015
1662,945,945,945,945,-1,-0.08,-0.11,0,4/20/2015
1663,946,946,946,946,-4,-0.44,-0.42,0,4/19/2015
1664,950,950,950,950,6,0.61,0.64,0,4/16/2015
1665,944,944,944,944,-4,-0.45,-0.42,0,4/15/2015
1666,948,948,948,948,-4,-0.39,-0.42,0,4/13/2015
1667,952,952,952,952,5,0.54,0.53,0,4/12/2015
1668,947,947,947,947,5,0.5,0.53,0,4/9/2015
1669,942,942,942,942,6,0.71,0.64,0,4/8/2015
1670,936,936,936,936,-2,-0.28,-0.21,0,4/7/2015
1671,938,938,938,938,4,0.41,0.43,0,4/6/2015
1672,934,934,934,934,-6,-0.62,-0.64,0,4/5/2015
1673,940,940,940,940,0,0.06,0.00,0,4/2/2015
1674,940,940,940,940,-6,-0.66,-0.63,0,4/1/2015
1675,946,946,946,946,7,0.71,0.75,0,3/31/2015
1676,939,939,939,939,-3,-0.34,-0.32,0,3/30/2015
1677,942,942,942,942,0,-0.01,0.00,0,3/29/2015
1678,942,942,942,942,-9,-0.93,-0.95,0,3/26/2015
1679,951,951,951,951,-3,-0.27,-0.31,0,3/25/2015
1680,954,954,954,954,-3,-0.29,-0.31,0,3/24/2015
1681,957,957,957,957,-7,-0.78,-0.73,0,3/23/2015
1682,964,964,964,964,-4,-0.36,-0.41,0,3/22/2015
1683,968,968,968,968,4,0.35,0.41,0,3/19/2015
1684,964,964,964,964,1,0.08,0.10,0,3/18/2015
1685,963,963,963,963,4,0.45,0.42,0,3/17/2015
1686,959,959,959,959,-12,-1.19,-1.24,0,3/16/2015
1687,971,971,971,971,-7,-0.79,-0.72,0,3/15/2015
1688,978,978,978,978,-6,-0.57,-0.61,0,3/12/2015
1689,984,984,984,984,0,-0.04,0.00,0,3/11/2015
1690,984,984,984,984,-5,-0.44,-0.51,0,3/10/2015
1691,989,989,989,989,6,0.54,0.61,0,3/9/2015
1692,983,983,983,983,2,0.21,0.20,0,3/4/2015
1693,981,981,981,981,-4,-0.35,-0.41,0,3/3/2015
